Vardas                           Pavarde                         1nd  2nd  3nd  4nd  5nd egz.
Vardas5031                       Pavarde5031                      10   9    5    6    2    3    
Vardas5032                       Pavarde5032                      7    4    7    1    2    8    
Vardas5033                       Pavarde5033                      6    8    4    8    10   3    
Vardas5034                       Pavarde5034                      7    9    3    9    9    4    
Vardas5035                       Pavarde5035                      9    4    6    2    1    8    
Vardas5036                       Pavarde5036                      4    7    4    5    1    10   
Vardas5037                       Pavarde5037                      2    3    8    7    4    2    
Vardas5038                       Pavarde5038                      9    1    10   2    1    6    
Vardas5039                       Pavarde5039                      2    3    3    8    4    9    
Vardas5040                       Pavarde5040                      2    3    7    9    5    1    
Vardas5041                       Pavarde5041                      2    4    5    1    5    6    
Vardas5042                       Pavarde5042                      9    1    5    5    7    8    
Vardas5043                       Pavarde5043                      9    2    9    2    3    7    
Vardas5044                       Pavarde5044                      10   9    5    3    4    5    
Vardas5045                       Pavarde5045                      3    7    9    3    1    1    
Vardas5046                       Pavarde5046                      3    6    1    5    7    8    
Vardas5047                       Pavarde5047                      1    3    5    8    3    1    
Vardas5048                       Pavarde5048                      7    6    6    3    9    4    
Vardas5049                       Pavarde5049                      4    5    1    9    9    5    
Vardas5050                       Pavarde5050                      2    9    6    6    10   1    
Vardas5051                       Pavarde5051                      5    9    10   5    9    8    
Vardas5052                       Pavarde5052                      10   7    1    8    3    3    
Vardas5053                       Pavarde5053                      4    10   4    9    3    8    
Vardas5054                       Pavarde5054                      2    7    8    2    1    3    
Vardas5055                       Pavarde5055                      2    6    1    9    9    10   
Vardas5056                       Pavarde5056                      3    9    6    4    5    3    
Vardas5057                       Pavarde5057                      4    9    6    6    7    6    
Vardas5058                       Pavarde5058                      8    6    4    2    8    10   
Vardas5059                       Pavarde5059                      8    8    8    3    4    9    
Vardas5060                       Pavarde5060                      9    3    8    5    5    2    
Vardas5061                       Pavarde5061                      9    2    4    8    8    2    
Vardas5062                       Pavarde5062                      7    2    1    2    9    8    
Vardas5063                       Pavarde5063                      1    6    6    8    6    1    
Vardas5064                       Pavarde5064                      10   5    4    7    9    4    
Vardas5065                       Pavarde5065                      2    8    3    7    10   1    
Vardas5066                       Pavarde5066                      10   7    10   5    5    1    
Vardas5067                       Pavarde5067                      9    9    9    9    7    1    
Vardas5068                       Pavarde5068                      7    5    1    6    9    7    
Vardas5069                       Pavarde5069                      2    10   5    7    1    5    
Vardas5070                       Pavarde5070                      6    10   1    3    2    7    
Vardas5071                       Pavarde5071                      1    1    1    1    10   7    
Vardas5072                       Pavarde5072                      10   7    1    5    5    5    
Vardas5073                       Pavarde5073                      7    4    7    8    8    10   
Vardas5074                       Pavarde5074                      7    5    5    9    7    2    
Vardas5075                       Pavarde5075                      4    5    5    1    5    8    
Vardas5076                       Pavarde5076                      4    3    2    8    8    4    
Vardas5077                       Pavarde5077                      10   7    10   10   8    9    
Vardas5078                       Pavarde5078                      4    2    1    3    10   7    
Vardas5079                       Pavarde5079                      6    9    8    8    1    4    
Vardas5080                       Pavarde5080                      3    4    8    5    9    6    
Vardas5081                       Pavarde5081                      10   8    6    2    4    9    
Vardas5082                       Pavarde5082                      4    5    8    1    4    10   
Vardas5083                       Pavarde5083                      10   3    6    9    8    10   
Vardas5084                       Pavarde5084                      3    4    3    8    1    7    
Vardas5085                       Pavarde5085                      6    7    2    7    2    3    
Vardas5086                       Pavarde5086                      3    2    10   2    9    8    
Vardas5087                       Pavarde5087                      6    2    10   1    3    8    
Vardas5088                       Pavarde5088                      8    6    3    9    10   2    
Vardas5089                       Pavarde5089                      7    7    3    8    3    10   
Vardas5090                       Pavarde5090                      1    6    10   8    5    5    
Vardas5091                       Pavarde5091                      8    2    1    1    1    5    
Vardas5092                       Pavarde5092                      7    3    5    9    7    9    
Vardas5093                       Pavarde5093                      10   9    7    6    4    1    
Vardas5094                       Pavarde5094                      5    6    1    2    10   4    
Vardas5095                       Pavarde5095                      1    6    1    9    1    3    
Vardas5096                       Pavarde5096                      8    10   5    9    8    2    
Vardas5097                       Pavarde5097                      4    8    7    4    7    5    
Vardas5098                       Pavarde5098                      3    5    8    6    10   4    
Vardas5099                       Pavarde5099                      7    4    5    1    2    9    
Vardas5100                       Pavarde5100                      2    8    7    3    5    1    
Vardas5101                       Pavarde5101                      4    7    1    1    2    2    
Vardas5102                       Pavarde5102                      8    4    8    6    3    8    
Vardas5103                       Pavarde5103                      7    4    9    4    4    8    
Vardas5104                       Pavarde5104                      8    5    5    1    4    9    
Vardas5105                       Pavarde5105                      5    9    3    2    3    4    
Vardas5106                       Pavarde5106                      9    3    8    6    8    6    
Vardas5107                       Pavarde5107                      3    3    3    2    10   10   
Vardas5108                       Pavarde5108                      1    10   5    4    10   9    
Vardas5109                       Pavarde5109                      10   7    6    10   5    5    
Vardas5110                       Pavarde5110                      6    1    3    5    6    9    
Vardas5111                       Pavarde5111                      4    6    8    1    10   3    
Vardas5112                       Pavarde5112                      10   1    2    3    3    10   
Vardas5113                       Pavarde5113                      8    7    4    3    5    4    
Vardas5114                       Pavarde5114                      9    3    5    1    9    7    
Vardas5115                       Pavarde5115                      4    9    7    8    8    9    
Vardas5116                       Pavarde5116                      1    7    3    3    1    3    
Vardas5117                       Pavarde5117                      3    10   4    4    8    1    
Vardas5118                       Pavarde5118                      2    10   6    4    7    10   
Vardas5119                       Pavarde5119                      9    7    4    4    2    10   
Vardas5120                       Pavarde5120                      9    5    8    7    6    7    
Vardas5121                       Pavarde5121                      8    8    6    1    9    7    
Vardas5122                       Pavarde5122                      7    8    6    6    5    6    
Vardas5123                       Pavarde5123                      10   2    5    8    2    2    
Vardas5124                       Pavarde5124                      3    9    9    5    4    5    
Vardas5125                       Pavarde5125                      3    8    10   10   8    5    
Vardas5126                       Pavarde5126                      2    9    2    7    5    8    
Vardas5127                       Pavarde5127                      5    10   8    5    8    10   
Vardas5128                       Pavarde5128                      8    3    3    1    3    10   
Vardas5129                       Pavarde5129                      9    1    6    9    5    10   
Vardas5130                       Pavarde5130                      5    7    3    7    7    2    
Vardas5131                       Pavarde5131                      10   8    8    2    3    6    
Vardas5132                       Pavarde5132                      4    7    5    3    2    4    
Vardas5133                       Pavarde5133                      10   4    4    7    7    9    
Vardas5134                       Pavarde5134                      8    1    6    4    2    6    
Vardas5135                       Pavarde5135                      1    1    7    1    9    6    
Vardas5136                       Pavarde5136                      3    7    10   6    8    5    
Vardas5137                       Pavarde5137                      8    10   4    6    5    3    
Vardas5138                       Pavarde5138                      1    7    1    8    2    7    
Vardas5139                       Pavarde5139                      8    5    1    8    3    2    
Vardas5140                       Pavarde5140                      3    1    2    3    6    1    
Vardas5141                       Pavarde5141                      5    9    4    5    9    4    
Vardas5142                       Pavarde5142                      10   8    9    2    10   2    
Vardas5143                       Pavarde5143                      3    6    2    5    5    10   
Vardas5144                       Pavarde5144                      7    3    5    6    5    7    
Vardas5145                       Pavarde5145                      2    1    5    7    1    5    
Vardas5146                       Pavarde5146                      3    4    8    8    2    7    
Vardas5147                       Pavarde5147                      8    9    1    9    1    10   
Vardas5148                       Pavarde5148                      4    6    7    2    4    6    
Vardas5149                       Pavarde5149                      4    7    8    8    7    5    
Vardas5150                       Pavarde5150                      4    10   2    3    5    4    
Vardas5151                       Pavarde5151                      4    4    3    10   1    10   
Vardas5152                       Pavarde5152                      1    4    5    9    4    5    
Vardas5153                       Pavarde5153                      4    8    10   4    8    5    
Vardas5154                       Pavarde5154                      4    1    1    4    2    1    
Vardas5155                       Pavarde5155                      4    6    10   5    10   1    
Vardas5156                       Pavarde5156                      5    4    10   2    8    7    
Vardas5157                       Pavarde5157                      6    5    9    5    6    10   
Vardas5158                       Pavarde5158                      5    1    4    1    1    9    
Vardas5159                       Pavarde5159                      4    9    1    6    5    8    
Vardas5160                       Pavarde5160                      5    5    8    5    4    7    
Vardas5161                       Pavarde5161                      8    2    9    5    6    10   
Vardas5162                       Pavarde5162                      1    5    5    3    7    3    
Vardas5163                       Pavarde5163                      5    3    3    9    6    3    
Vardas5164                       Pavarde5164                      5    8    4    1    4    8    
Vardas5165                       Pavarde5165                      4    8    7    2    5    10   
Vardas5166                       Pavarde5166                      4    9    9    4    10   10   
Vardas5167                       Pavarde5167                      5    1    6    6    9    8    
Vardas5168                       Pavarde5168                      7    9    10   5    4    1    
Vardas5169                       Pavarde5169                      8    9    6    1    6    7    
Vardas5170                       Pavarde5170                      8    6    4    1    4    9    
Vardas5171                       Pavarde5171                      1    3    3    2    6    10   
Vardas5172                       Pavarde5172                      10   9    9    5    3    4    
Vardas5173                       Pavarde5173                      3    4    3    1    2    4    
Vardas5174                       Pavarde5174                      3    4    6    5    4    2    
Vardas5175                       Pavarde5175                      6    7    8    9    8    3    
Vardas5176                       Pavarde5176                      4    5    4    9    10   9    
Vardas5177                       Pavarde5177                      7    1    4    8    6    1    
Vardas5178                       Pavarde5178                      3    10   9    3    8    7    
Vardas5179                       Pavarde5179                      8    9    10   4    5    2    
Vardas5180                       Pavarde5180                      10   6    4    6    7    10   
Vardas5181                       Pavarde5181                      9    4    2    3    7    4    
Vardas5182                       Pavarde5182                      6    8    8    9    5    4    
Vardas5183                       Pavarde5183                      3    4    8    3    5    10   
Vardas5184                       Pavarde5184                      6    7    9    3    2    9    
Vardas5185                       Pavarde5185                      3    7    3    7    3    5    
Vardas5186                       Pavarde5186                      1    6    3    9    9    4    
Vardas5187                       Pavarde5187                      7    10   2    1    9    7    
Vardas5188                       Pavarde5188                      4    7    10   5    3    9    
Vardas5189                       Pavarde5189                      3    9    6    4    3    8    
Vardas5190                       Pavarde5190                      6    2    6    5    2    2    
Vardas5191                       Pavarde5191                      10   10   4    10   3    8    
Vardas5192                       Pavarde5192                      4    4    8    8    5    6    
Vardas5193                       Pavarde5193                      2    9    5    6    4    7    
Vardas5194                       Pavarde5194                      9    3    4    7    5    9    
Vardas5195                       Pavarde5195                      7    9    2    9    8    4    
Vardas5196                       Pavarde5196                      2    8    5    7    7    1    
Vardas5197                       Pavarde5197                      8    10   3    5    10   6    
Vardas5198                       Pavarde5198                      6    3    8    1    9    7    
Vardas5199                       Pavarde5199                      6    1    10   5    6    3    
Vardas5200                       Pavarde5200                      5    10   3    3    2    10   
Vardas5201                       Pavarde5201                      9    1    6    6    3    5    
Vardas5202                       Pavarde5202                      2    1    10   7    10   8    
Vardas5203                       Pavarde5203                      7    2    5    1    1    4    
Vardas5204                       Pavarde5204                      10   1    6    6    1    4    
Vardas5205                       Pavarde5205                      6    3    10   10   10   3    
Vardas5206                       Pavarde5206                      2    2    2    9    10   2    
Vardas5207                       Pavarde5207                      5    5    5    10   8    7    
Vardas5208                       Pavarde5208                      8    6    8    10   7    4    
Vardas5209                       Pavarde5209                      1    7    9    9    10   10   
Vardas5210                       Pavarde5210                      6    5    8    3    8    5    
Vardas5211                       Pavarde5211                      8    9    3    4    3    6    
Vardas5212                       Pavarde5212                      6    8    7    8    1    4    
Vardas5213                       Pavarde5213                      9    2    4    9    4    2    
Vardas5214                       Pavarde5214                      7    10   4    8    6    9    
Vardas5215                       Pavarde5215                      1    5    4    10   4    7    
Vardas5216                       Pavarde5216                      3    1    4    9    8    2    
Vardas5217                       Pavarde5217                      1    6    2    10   6    2    
Vardas5218                       Pavarde5218                      8    3    9    10   7    4    
Vardas5219                       Pavarde5219                      3    7    1    6    6    4    
Vardas5220                       Pavarde5220                      5    10   10   3    3    8    
Vardas5221                       Pavarde5221                      5    1    2    4    5    10   
Vardas5222                       Pavarde5222                      6    1    8    1    1    6    
Vardas5223                       Pavarde5223                      4    8    3    6    1    4    
Vardas5224                       Pavarde5224                      7    9    4    3    6    8    
Vardas5225                       Pavarde5225                      8    6    6    10   10   10   
Vardas5226                       Pavarde5226                      7    4    10   7    5    5    
Vardas5227                       Pavarde5227                      6    4    7    7    5    9    
Vardas5228                       Pavarde5228                      4    4    8    10   2    1    
Vardas5229                       Pavarde5229                      9    3    10   2    9    10   
Vardas5230                       Pavarde5230                      5    6    10   1    9    5    
Vardas5231                       Pavarde5231                      4    5    6    10   2    5    
Vardas5232                       Pavarde5232                      2    2    7    5    10   10   
Vardas5233                       Pavarde5233                      2    10   10   10   10   4    
Vardas5234                       Pavarde5234                      4    7    2    5    6    1    
Vardas5235                       Pavarde5235                      3    3    5    5    5    9    
Vardas5236                       Pavarde5236                      2    10   1    9    7    2    
Vardas5237                       Pavarde5237                      2    10   8    5    5    8    
Vardas5238                       Pavarde5238                      3    6    4    5    4    2    
Vardas5239                       Pavarde5239                      10   9    7    5    4    10   
Vardas5240                       Pavarde5240                      1    4    9    7    10   5    
Vardas5241                       Pavarde5241                      4    1    4    7    9    2    
Vardas5242                       Pavarde5242                      6    3    9    7    5    5    
Vardas5243                       Pavarde5243                      6    4    10   6    7    9    
Vardas5244                       Pavarde5244                      7    10   1    9    3    7    
Vardas5245                       Pavarde5245                      10   8    1    1    2    1    
Vardas5246                       Pavarde5246                      7    2    7    9    4    4    
Vardas5247                       Pavarde5247                      9    8    8    8    10   8    
Vardas5248                       Pavarde5248                      3    5    6    10   3    5    
Vardas5249                       Pavarde5249                      5    10   2    9    9    9    
Vardas5250                       Pavarde5250                      7    6    2    6    10   6    
Vardas5251                       Pavarde5251                      6    8    4    7    6    10   
Vardas5252                       Pavarde5252                      1    1    9    10   1    5    
Vardas5253                       Pavarde5253                      3    2    2    6    5    10   
Vardas5254                       Pavarde5254                      7    4    4    8    3    8    
Vardas5255                       Pavarde5255                      6    7    7    8    9    9    
Vardas5256                       Pavarde5256                      2    4    9    3    2    1    
Vardas5257                       Pavarde5257                      3    5    5    6    9    2    
Vardas5258                       Pavarde5258                      3    6    8    5    10   4    
Vardas5259                       Pavarde5259                      2    6    4    5    2    9    
Vardas5260                       Pavarde5260                      6    9    2    1    7    10   
Vardas5261                       Pavarde5261                      10   4    8    9    3    6    
Vardas5262                       Pavarde5262                      5    10   4    2    9    2    
Vardas5263                       Pavarde5263                      8    5    1    9    3    6    
Vardas5264                       Pavarde5264                      3    3    10   3    9    9    
Vardas5265                       Pavarde5265                      10   4    10   9    5    1    
Vardas5266                       Pavarde5266                      5    1    6    10   10   8    
Vardas5267                       Pavarde5267                      2    8    4    6    10   10   
Vardas5268                       Pavarde5268                      9    4    8    2    10   10   
Vardas5269                       Pavarde5269                      6    8    10   10   8    8    
Vardas5270                       Pavarde5270                      9    10   1    9    10   9    
Vardas5271                       Pavarde5271                      2    9    6    8    4    1    
Vardas5272                       Pavarde5272                      4    6    10   7    10   5    
Vardas5273                       Pavarde5273                      2    2    2    10   9    7    
Vardas5274                       Pavarde5274                      5    2    4    7    1    9    
Vardas5275                       Pavarde5275                      10   4    10   5    5    7    
Vardas5276                       Pavarde5276                      6    6    7    3    9    8    
Vardas5277                       Pavarde5277                      4    1    6    7    6    2    
Vardas5278                       Pavarde5278                      9    10   2    1    8    5    
Vardas5279                       Pavarde5279                      7    8    8    4    9    2    
Vardas5280                       Pavarde5280                      3    8    5    2    3    8    
Vardas5281                       Pavarde5281                      6    5    3    1    4    5    
Vardas5282                       Pavarde5282                      7    9    2    2    9    9    
Vardas5283                       Pavarde5283                      10   1    3    5    3    1    
Vardas5284                       Pavarde5284                      4    7    4    2    4    4    
Vardas5285                       Pavarde5285                      10   2    5    4    5    10   
Vardas5286                       Pavarde5286                      5    4    1    5    1    9    
Vardas5287                       Pavarde5287                      5    7    6    4    9    9    
Vardas5288                       Pavarde5288                      8    7    7    1    4    4    
Vardas5289                       Pavarde5289                      3    2    9    2    6    2    
Vardas5290                       Pavarde5290                      10   1    9    8    7    7    
Vardas5291                       Pavarde5291                      3    3    5    3    2    2    
Vardas5292                       Pavarde5292                      1    2    8    9    3    4    
Vardas5293                       Pavarde5293                      4    5    9    2    5    4    
Vardas5294                       Pavarde5294                      9    2    2    8    8    7    
Vardas5295                       Pavarde5295                      10   2    4    10   9    10   
Vardas5296                       Pavarde5296                      9    3    3    3    2    9    
Vardas5297                       Pavarde5297                      10   2    8    10   3    10   
Vardas5298                       Pavarde5298                      7    7    4    1    4    9    
Vardas5299                       Pavarde5299                      4    9    3    4    9    5    
Vardas5300                       Pavarde5300                      9    6    2    1    10   9    
Vardas5301                       Pavarde5301                      8    7    10   9    1    7    
Vardas5302                       Pavarde5302                      7    6    6    6    4    8    
Vardas5303                       Pavarde5303                      6    5    7    3    3    10   
Vardas5304                       Pavarde5304                      1    10   9    7    9    7    
Vardas5305                       Pavarde5305                      5    6    8    2    9    8    
Vardas5306                       Pavarde5306                      3    9    10   5    5    3    
Vardas5307                       Pavarde5307                      2    3    1    3    10   1    
Vardas5308                       Pavarde5308                      2    4    4    9    5    5    
Vardas5309                       Pavarde5309                      2    2    7    8    6    10   
Vardas5310                       Pavarde5310                      8    4    9    10   10   9    
Vardas5311                       Pavarde5311                      9    2    5    8    6    10   
Vardas5312                       Pavarde5312                      8    8    8    10   5    10   
Vardas5313                       Pavarde5313                      10   8    4    6    7    9    
Vardas5314                       Pavarde5314                      10   9    3    1    3    3    
Vardas5315                       Pavarde5315                      6    2    4    8    1    6    
Vardas5316                       Pavarde5316                      2    3    3    2    3    6    
Vardas5317                       Pavarde5317                      2    6    7    2    5    10   
Vardas5318                       Pavarde5318                      2    4    4    3    3    2    
Vardas5319                       Pavarde5319                      6    4    10   8    10   6    
Vardas5320                       Pavarde5320                      9    6    10   8    3    5    
Vardas5321                       Pavarde5321                      9    2    10   8    10   10   
Vardas5322                       Pavarde5322                      10   6    4    1    1    4    
Vardas5323                       Pavarde5323                      2    7    5    4    7    5    
Vardas5324                       Pavarde5324                      8    8    10   5    9    5    
Vardas5325                       Pavarde5325                      4    9    7    9    7    4    
Vardas5326                       Pavarde5326                      9    8    2    1    7    4    
Vardas5327                       Pavarde5327                      6    5    3    2    7    10   
Vardas5328                       Pavarde5328                      5    10   9    2    2    4    
Vardas5329                       Pavarde5329                      6    6    7    5    10   8    
Vardas5330                       Pavarde5330                      4    10   1    6    5    6    
Vardas5331                       Pavarde5331                      3    9    7    6    6    9    
Vardas5332                       Pavarde5332                      2    1    5    10   1    9    
Vardas5333                       Pavarde5333                      9    4    1    3    8    3    
Vardas5334                       Pavarde5334                      8    8    4    2    6    6    
Vardas5335                       Pavarde5335                      2    1    7    1    5    4    
Vardas5336                       Pavarde5336                      9    8    2    1    7    9    
Vardas5337                       Pavarde5337                      9    1    8    4    2    5    
Vardas5338                       Pavarde5338                      7    8    5    3    6    3    
Vardas5339                       Pavarde5339                      3    6    1    4    2    7    
Vardas5340                       Pavarde5340                      1    7    10   7    7    6    
Vardas5341                       Pavarde5341                      1    6    2    7    8    2    
Vardas5342                       Pavarde5342                      6    8    3    7    5    6    
Vardas5343                       Pavarde5343                      9    6    5    7    6    6    
Vardas5344                       Pavarde5344                      9    2    2    5    3    2    
Vardas5345                       Pavarde5345                      2    8    8    7    8    6    
Vardas5346                       Pavarde5346                      9    4    2    6    5    9    
Vardas5347                       Pavarde5347                      3    6    8    8    2    10   
Vardas5348                       Pavarde5348                      10   5    8    3    1    2    
Vardas5349                       Pavarde5349                      4    10   4    5    9    10   
Vardas5350                       Pavarde5350                      6    4    6    10   2    4    
Vardas5351                       Pavarde5351                      7    5    7    6    3    1    
Vardas5352                       Pavarde5352                      5    5    4    3    8    1    
Vardas5353                       Pavarde5353                      9    10   6    2    10   2    
Vardas5354                       Pavarde5354                      10   4    9    8    7    6    
Vardas5355                       Pavarde5355                      8    10   4    10   7    4    
Vardas5356                       Pavarde5356                      3    10   10   10   8    3    
Vardas5357                       Pavarde5357                      3    3    7    1    1    2    
Vardas5358                       Pavarde5358                      4    4    3    8    5    8    
Vardas5359                       Pavarde5359                      3    7    3    10   3    7    
Vardas5360                       Pavarde5360                      2    3    8    10   1    9    
Vardas5361                       Pavarde5361                      8    10   10   8    1    5    
Vardas5362                       Pavarde5362                      1    7    10   10   8    9    
Vardas5363                       Pavarde5363                      7    10   4    2    8    3    
Vardas5364                       Pavarde5364                      5    7    6    6    7    3    
Vardas5365                       Pavarde5365                      1    2    6    3    3    8    
Vardas5366                       Pavarde5366                      9    4    8    10   4    7    
Vardas5367                       Pavarde5367                      6    9    10   4    2    4    
Vardas5368                       Pavarde5368                      5    6    10   9    5    10   
Vardas5369                       Pavarde5369                      9    3    6    10   3    6    
Vardas5370                       Pavarde5370                      3    7    6    2    8    2    
Vardas5371                       Pavarde5371                      1    9    5    4    5    5    
Vardas5372                       Pavarde5372                      6    4    1    3    9    8    
Vardas5373                       Pavarde5373                      4    5    7    10   6    9    
Vardas5374                       Pavarde5374                      1    9    7    1    6    6    
Vardas5375                       Pavarde5375                      5    9    9    10   1    3    
Vardas5376                       Pavarde5376                      8    5    4    9    1    3    
Vardas5377                       Pavarde5377                      1    8    2    10   6    7    
Vardas5378                       Pavarde5378                      1    10   6    3    4    2    
Vardas5379                       Pavarde5379                      4    5    9    10   7    3    
Vardas5380                       Pavarde5380                      4    1    10   9    8    6    
Vardas5381                       Pavarde5381                      7    2    6    6    8    4    
Vardas5382                       Pavarde5382                      5    6    5    4    4    7    
Vardas5383                       Pavarde5383                      6    3    4    4    6    9    
Vardas5384                       Pavarde5384                      8    6    1    6    3    5    
Vardas5385                       Pavarde5385                      1    2    7    8    2    10   
Vardas5386                       Pavarde5386                      10   8    1    10   1    5    
Vardas5387                       Pavarde5387                      10   4    2    10   6    7    
Vardas5388                       Pavarde5388                      8    7    10   10   6    5    
Vardas5389                       Pavarde5389                      5    3    9    8    6    3    
Vardas5390                       Pavarde5390                      9    1    5    6    4    2    
Vardas5391                       Pavarde5391                      3    3    8    9    8    9    
Vardas5392                       Pavarde5392                      8    2    4    9    8    3    
Vardas5393                       Pavarde5393                      1    2    5    1    1    9    
Vardas5394                       Pavarde5394                      6    1    8    9    4    9    
Vardas5395                       Pavarde5395                      5    7    6    3    1    3    
Vardas5396                       Pavarde5396                      6    2    4    7    4    4    
Vardas5397                       Pavarde5397                      9    8    8    3    1    10   
Vardas5398                       Pavarde5398                      9    2    7    4    6    5    
Vardas5399                       Pavarde5399                      9    10   2    5    10   1    
Vardas5400                       Pavarde5400                      4    3    6    2    4    8    
Vardas5401                       Pavarde5401                      10   1    2    2    7    1    
Vardas5402                       Pavarde5402                      2    6    4    3    6    4    
Vardas5403                       Pavarde5403                      3    3    9    4    2    2    
Vardas5404                       Pavarde5404                      7    1    5    3    3    2    
Vardas5405                       Pavarde5405                      5    1    5    2    9    2    
Vardas5406                       Pavarde5406                      10   5    7    6    6    7    
Vardas5407                       Pavarde5407                      1    6    9    1    9    4    
Vardas5408                       Pavarde5408                      3    8    3    10   8    1    
Vardas5409                       Pavarde5409                      2    2    2    4    5    6    
Vardas5410                       Pavarde5410                      10   1    9    10   5    4    
Vardas5411                       Pavarde5411                      1    3    3    9    7    1    
Vardas5412                       Pavarde5412                      7    1    2    8    3    3    
Vardas5413                       Pavarde5413                      5    6    8    10   7    9    
Vardas5414                       Pavarde5414                      1    4    1    4    10   6    
Vardas5415                       Pavarde5415                      10   9    1    9    2    2    
Vardas5416                       Pavarde5416                      10   6    10   7    2    4    
Vardas5417                       Pavarde5417                      8    5    2    3    1    1    
Vardas5418                       Pavarde5418                      4    2    3    4    2    2    
Vardas5419                       Pavarde5419                      4    1    8    7    1    6    
Vardas5420                       Pavarde5420                      7    2    5    4    3    4    
Vardas5421                       Pavarde5421                      1    9    10   1    10   1    
Vardas5422                       Pavarde5422                      9    5    9    9    7    4    
Vardas5423                       Pavarde5423                      9    4    2    3    8    10   
Vardas5424                       Pavarde5424                      6    7    3    6    4    8    
Vardas5425                       Pavarde5425                      7    4    9    7    3    2    
Vardas5426                       Pavarde5426                      8    10   10   9    8    9    
Vardas5427                       Pavarde5427                      3    5    1    6    9    7    
Vardas5428                       Pavarde5428                      8    7    6    8    1    9    
Vardas5429                       Pavarde5429                      4    1    5    9    9    5    
Vardas5430                       Pavarde5430                      3    3    10   4    1    7    
Vardas5431                       Pavarde5431                      3    7    10   10   7    6    
Vardas5432                       Pavarde5432                      10   2    7    3    8    7    
Vardas5433                       Pavarde5433                      6    5    2    3    2    9    
Vardas5434                       Pavarde5434                      9    10   9    1    1    3    
Vardas5435                       Pavarde5435                      8    1    4    3    6    10   
Vardas5436                       Pavarde5436                      1    9    3    8    8    9    
Vardas5437                       Pavarde5437                      10   5    6    6    1    6    
Vardas5438                       Pavarde5438                      2    3    8    2    3    1    
Vardas5439                       Pavarde5439                      1    9    2    9    2    10   
Vardas5440                       Pavarde5440                      6    8    5    3    4    9    
Vardas5441                       Pavarde5441                      9    4    10   2    9    7    
Vardas5442                       Pavarde5442                      3    4    3    7    5    10   
Vardas5443                       Pavarde5443                      8    10   5    3    5    9    
Vardas5444                       Pavarde5444                      5    10   4    2    8    9    
Vardas5445                       Pavarde5445                      3    6    7    2    5    6    
Vardas5446                       Pavarde5446                      10   4    9    10   8    7    
Vardas5447                       Pavarde5447                      8    6    7    8    10   4    
Vardas5448                       Pavarde5448                      4    4    10   10   10   9    
Vardas5449                       Pavarde5449                      6    6    6    7    2    7    
Vardas5450                       Pavarde5450                      1    9    3    9    9    6    
Vardas5451                       Pavarde5451                      8    3    9    5    4    2    
Vardas5452                       Pavarde5452                      6    4    6    7    3    7    
Vardas5453                       Pavarde5453                      2    10   7    9    1    9    
Vardas5454                       Pavarde5454                      7    7    3    7    4    6    
Vardas5455                       Pavarde5455                      2    6    7    7    5    6    
Vardas5456                       Pavarde5456                      9    2    8    2    7    10   
Vardas5457                       Pavarde5457                      9    2    8    3    1    4    
Vardas5458                       Pavarde5458                      10   10   6    1    6    4    
Vardas5459                       Pavarde5459                      9    7    6    3    9    1    
Vardas5460                       Pavarde5460                      7    3    5    6    2    8    
Vardas5461                       Pavarde5461                      2    8    5    10   10   10   
Vardas5462                       Pavarde5462                      6    10   1    9    7    2    
Vardas5463                       Pavarde5463                      10   9    2    7    3    6    
Vardas5464                       Pavarde5464                      8    3    3    1    7    1    
Vardas5465                       Pavarde5465                      2    1    3    6    8    3    
Vardas5466                       Pavarde5466                      4    10   3    3    9    1    
Vardas5467                       Pavarde5467                      6    1    6    6    10   3    
Vardas5468                       Pavarde5468                      2    3    9    6    6    6    
Vardas5469                       Pavarde5469                      1    6    3    5    10   9    
Vardas5470                       Pavarde5470                      3    4    10   10   7    2    
Vardas5471                       Pavarde5471                      6    10   9    8    6    9    
Vardas5472                       Pavarde5472                      5    10   9    3    10   10   
Vardas5473                       Pavarde5473                      1    5    2    4    10   1    
Vardas5474                       Pavarde5474                      8    5    6    7    9    5    
Vardas5475                       Pavarde5475                      7    5    10   8    4    5    
Vardas5476                       Pavarde5476                      3    8    2    1    10   9    
Vardas5477                       Pavarde5477                      9    5    7    5    8    2    
Vardas5478                       Pavarde5478                      5    8    9    6    4    3    
Vardas5479                       Pavarde5479                      3    2    2    7    5    10   
Vardas5480                       Pavarde5480                      2    4    1    2    5    1    
Vardas5481                       Pavarde5481                      5    10   8    6    4    5    
Vardas5482                       Pavarde5482                      3    5    1    4    4    2    
Vardas5483                       Pavarde5483                      3    1    7    3    10   4    
Vardas5484                       Pavarde5484                      3    1    5    10   2    1    
Vardas5485                       Pavarde5485                      3    9    5    5    7    1    
Vardas5486                       Pavarde5486                      4    1    5    1    2    7    
Vardas5487                       Pavarde5487                      4    4    7    3    9    5    
Vardas5488                       Pavarde5488                      3    2    6    7    8    1    
Vardas5489                       Pavarde5489                      5    9    5    8    4    5    
Vardas5490                       Pavarde5490                      1    9    4    8    6    4    
Vardas5491                       Pavarde5491                      4    4    7    10   6    2    
Vardas5492                       Pavarde5492                      6    2    2    3    3    2    
Vardas5493                       Pavarde5493                      1    6    6    6    7    10   
Vardas5494                       Pavarde5494                      6    3    6    7    4    6    
